project_id,milestone,original_start,original_end,current_start,current_end
CA049-019,PRELIMINARY DESIGN,Sep 2018,Jan 2019,Sep 2019,Jan 2020
CA049-019,FINAL DESIGN,Jan 2019,Jul 2019,Jan 2020,Jul 2020
CA049-019,BID AWARD AND REGISTER CONTRCT,Jul 2019,Oct 2019,Jul 2020,Oct 2020
CA049-019,CONSTRUCTION TO 25%,Oct 2019,Feb 2020,Oct 2020,Feb 2021
CA049-019,CONSTRUCTION TO 50%,Feb 2020,Jun 2020,Feb 2021,Jun 2021
CA049-019,CONSTRUCTION TO 75%,Jun 2020,Oct 2020,Jun 2021,Oct 2021
CA049-019,ORIGINAL EQUIP & FURNISHING,Oct 2020,Jan 2021,Oct 2021,Jan 2022
CA049-019,SUBSTANTIAL COMPLETION,Jan 2021,Mar 2021,Jan 2022,Mar 2022
CA049-019,"PUNCHLIST COMPLETE, JOB CLOSED",Mar 2021,Apr 2021,Mar 2022,Apr 2022
CA050-017,DEVELOP SCOPE,Jun 2017,Aug 2017,Jun 2017,Aug 2017
CA050-017,PRELIMINARY DESIGN,Aug 2017,Dec 2017,Aug 2017,Dec 2017
CA050-017,FINAL DESIGN,Dec 2017,Jun 2018,Dec 2017,Jun 2018
CA050-017,BID AWARD AND REGISTER CONTRCT,Jun 2018,Sep 2018,Jun 2018,Sep 2018
CA050-017,CONSTRUCTION TO 25%,Sep 2018,Jan 2019,Sep 2018,Jan 2019
CA050-017,CONSTRUCTION TO 50%,Jan 2019,May 2019,Jan 2019,May 2019
CA050-017,CONSTRUCTION TO 75%,May 2019,Sep 2019,May 2019,Sep 2019
CA050-017,ORIGINAL EQUIP & FURNISHING,Sep 2019,Dec 2019,Sep 2019,Dec 2019
CA050-017,SUBSTANTIAL COMPLETION,Dec 2019,Feb 2020,Dec 2019,Feb 2020
CA050-017,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2020,Mar 2020,Feb 2020,Mar 2023
CA050-019,DEVELOP SCOPE,Jun 2019,Aug 2019,Jun 2019,Aug 2019
CA050-019,PRELIMINARY DESIGN,Aug 2019,Dec 2019,Aug 2019,Dec 2019
CA050-019,FINAL DESIGN,Dec 2019,Jun 2020,Dec 2019,Jun 2020
CA050-019,BID AWARD AND REGISTER CONTRCT,Jun 2020,Sep 2020,Jun 2020,Sep 2020
CA050-019,CONSTRUCTION TO 25%,Sep 2020,Jan 2021,Sep 2020,Jan 2021
CA050-019,CONSTRUCTION TO 50%,Jan 2021,May 2021,Jan 2021,May 2021
CA050-019,CONSTRUCTION TO 75%,May 2021,Sep 2021,May 2021,Sep 2021
CA050-019,ORIGINAL EQUIP & FURNISHING,Sep 2021,Dec 2021,Sep 2021,Dec 2021
CA050-019,SUBSTANTIAL COMPLETION,Dec 2021,Feb 2022,Dec 2021,Feb 2022
CA050-019,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2022,Mar 2022,Feb 2022,Mar 2022
CA054-017,DEVELOP SCOPE,Jun 2017,Sep 2017,Jun 2017,Sep 2017
CA054-017,PRELIMINARY DESIGN,Sep 2017,Jan 2018,Sep 2017,Jan 2018
CA054-017,FINAL DESIGN,Jan 2018,Jul 2018,Jan 2018,Jul 2018
CA054-017,BID AWARD AND REGISTER CONTRCT,Jul 2018,Oct 2018,Jul 2018,Oct 2018
CA054-017,CONSTRUCTION TO 25%,Oct 2018,Feb 2019,Oct 2018,Feb 2019
CA054-017,CONSTRUCTION TO 50%,Feb 2019,Jun 2019,Feb 2019,Jun 2019
CA054-017,CONSTRUCTION TO 75%,Jun 2019,Oct 2019,Jun 2019,Oct 2019
CA054-017,ORIGINAL EQUIP & FURNISHING,Oct 2019,Jan 2020,Oct 2019,Jan 2020
CA054-017,SUBSTANTIAL COMPLETION,Jan 2020,Mar 2020,Jan 2020,Mar 2020
CA054-017,"PUNCHLIST COMPLETE, JOB CLOSED",Mar 2020,Apr 2020,Mar 2020,Apr 2020
CA054-018,DEVELOP SCOPE,Jun 2018,Aug 2018,Jun 2018,Aug 2018
CA054-018,PRELIMINARY DESIGN,Aug 2018,Dec 2018,Aug 2018,Dec 2018
CA054-018,FINAL DESIGN,Dec 2018,Jun 2019,Dec 2018,Jun 2019
CA054-018,BID AWARD AND REGISTER CONTRCT,Jun 2019,Sep 2019,Jun 2019,Sep 2019
CA054-018,CONSTRUCTION TO 25%,Sep 2019,Jan 2020,Sep 2019,Jan 2020
CA054-018,CONSTRUCTION TO 50%,Jan 2020,May 2020,Jan 2020,May 2020
CA054-018,CONSTRUCTION TO 75%,May 2020,Sep 2020,May 2020,Sep 2020
CA054-018,ORIGINAL EQUIP & FURNISHING,Sep 2020,Dec 2020,Sep 2020,Dec 2020
CA054-018,SUBSTANTIAL COMPLETION,Dec 2020,Feb 2021,Dec 2020,Feb 2021
CA054-018,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2021,Mar 2021,Feb 2021,Mar 2023
CA054-020,DEVELOP SCOPE,Jun 2020,Sep 2020,Jun 2020,Sep 2020
CA054-020,PRELIMINARY DESIGN,Sep 2020,Jan 2021,Sep 2020,Jan 2021
CA054-020,FINAL DESIGN,Jan 2021,Jul 2021,Jan 2021,Jul 2021
CA054-020,BID AWARD AND REGISTER CONTRCT,Jul 2021,Oct 2021,Jul 2021,Oct 2021
CA054-020,CONSTRUCTION TO 25%,Oct 2021,Feb 2022,Oct 2021,Feb 2022
CA054-020,CONSTRUCTION TO 50%,Feb 2022,Jun 2022,Feb 2022,Jun 2022
CA054-020,CONSTRUCTION TO 75%,Jun 2022,Oct 2022,Jun 2022,Oct 2022
CA054-020,ORIGINAL EQUIP & FURNISHING,Oct 2022,Jan 2023,Oct 2022,Jan 2023
CA054-020,SUBSTANTIAL COMPLETION,Jan 2023,Mar 2023,Jan 2023,Mar 2023
CA054-020,"PUNCHLIST COMPLETE, JOB CLOSED",Mar 2023,Apr 2023,Mar 2023,Apr 2023
CA056-020,DEVELOP SCOPE,Jun 2020,Sep 2020,Jun 2020,Sep 2020
CA056-020,PRELIMINARY DESIGN,Sep 2020,Jan 2021,Sep 2020,Jan 2021
CA056-020,FINAL DESIGN,Jan 2021,Jul 2021,Jan 2021,Jul 2021
CA056-020,BID AWARD AND REGISTER CONTRCT,Jul 2021,Oct 2021,Jul 2021,Oct 2021
CA056-020,CONSTRUCTION TO 25%,Oct 2021,Feb 2022,Oct 2021,Feb 2022
CA056-020,CONSTRUCTION TO 50%,Feb 2022,Jun 2022,Feb 2022,Jun 2022
CA056-020,CONSTRUCTION TO 75%,Jun 2022,Oct 2022,Jun 2022,Oct 2022
CA056-020,ORIGINAL EQUIP & FURNISHING,Oct 2022,Jan 2023,Oct 2022,Jan 2023
CA056-020,SUBSTANTIAL COMPLETION,Jan 2023,Mar 2023,Jan 2023,Mar 2023
CA056-020,"PUNCHLIST COMPLETE, JOB CLOSED",Mar 2023,Apr 2023,Mar 2023,Apr 2026
CA200MC02,DEVELOP SCOPE,May 2007,Aug 2007,May 2007,Aug 2007
CA200MC02,PRELIMINARY DESIGN,Aug 2007,Dec 2007,Aug 2007,Dec 2007
CA200MC02,FINAL DESIGN,Dec 2007,Jun 2008,Dec 2007,Jun 2008
CA200MC02,BID AWARD AND REGISTER CONTRCT,Jun 2008,Sep 2008,Jun 2008,Sep 2008
CA200MC02,CONSTRUCTION TO 25%,Sep 2008,Jan 2009,Sep 2008,Jan 2009
CA200MC02,CONSTRUCTION TO 50%,Jan 2009,May 2009,Jan 2009,May 2009
CA200MC02,CONSTRUCTION TO 75%,May 2009,Sep 2009,May 2009,Sep 2009
CA200MC02,ORIGINAL EQUIP & FURNISHING,Sep 2009,Dec 2009,Sep 2009,Dec 2009
CA200MC02,SUBSTANTIAL COMPLETION,Dec 2009,Feb 2010,Dec 2009,Feb 2010
CA200MC02,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2010,Mar 2010,Feb 2010,Mar 2022
CA201MC04,DEVELOP SCOPE,Jun 2009,Aug 2009,Jun 2009,Aug 2009
CA201MC04,PRELIMINARY DESIGN,Aug 2009,Dec 2009,Aug 2009,Dec 2009
CA201MC04,FINAL DESIGN,Dec 2009,Jun 2010,Dec 2009,Jun 2010
CA201MC04,BID AWARD AND REGISTER CONTRCT,Jun 2010,Sep 2010,Jun 2010,Sep 2010
CA201MC04,CONSTRUCTION TO 25%,Sep 2010,Jan 2011,Sep 2010,Jan 2011
CA201MC04,CONSTRUCTION TO 50%,Jan 2011,May 2011,Jan 2011,May 2011
CA201MC04,CONSTRUCTION TO 75%,May 2011,Sep 2011,May 2011,Sep 2011
CA201MC04,ORIGINAL EQUIP & FURNISHING,Sep 2011,Dec 2011,Sep 2011,Dec 2011
CA201MC04,SUBSTANTIAL COMPLETION,Dec 2011,Feb 2012,Dec 2011,Feb 2012
CA201MC04,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2012,Mar 2012,Feb 2012,Jun 2022
CA202MC01,DEVELOP SCOPE,Jun 2009,Aug 2009,Jun 2009,Aug 2009
CA202MC01,PRELIMINARY DESIGN,Aug 2009,Dec 2009,Aug 2009,Dec 2009
CA202MC01,FINAL DESIGN,Dec 2009,Jun 2010,Dec 2009,Jun 2010
CA202MC01,BID AWARD AND REGISTER CONTRCT,Jun 2010,Sep 2010,Jun 2010,Sep 2010
CA202MC01,CONSTRUCTION TO 25%,Sep 2010,Jan 2011,Sep 2010,Jan 2011
CA202MC01,CONSTRUCTION TO 50%,Jan 2011,May 2011,Jan 2011,May 2011
CA202MC01,CONSTRUCTION TO 75%,May 2011,Sep 2011,May 2011,Sep 2011
CA202MC01,ORIGINAL EQUIP & FURNISHING,Sep 2011,Dec 2011,Sep 2011,Dec 2011
CA202MC01,SUBSTANTIAL COMPLETION,Dec 2011,Feb 2012,Dec 2011,Feb 2012
CA202MC01,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2012,Mar 2012,Feb 2012,Mar 2026
CC009-007,DEVELOP SCOPE,Jan 2007,Apr 2007,Jan 2007,Apr 2007
CC009-007,PRELIMINARY DESIGN,Apr 2007,Aug 2007,Apr 2007,Aug 2007
CC009-007,FINAL DESIGN,Aug 2007,Feb 2008,Aug 2007,Feb 2008
CC009-007,BID AWARD AND REGISTER CONTRCT,Feb 2008,May 2008,Feb 2008,May 2008
CC009-007,CONSTRUCTION TO 25%,May 2008,Sep 2008,May 2008,Sep 2008
CC009-007,CONSTRUCTION TO 50%,Sep 2008,Jan 2009,Sep 2008,Jan 2009
CC009-007,CONSTRUCTION TO 75%,Jan 2009,May 2009,Jan 2009,May 2009
CC009-007,ORIGINAL EQUIP & FURNISHING,May 2009,Jul 2009,May 2009,Jul 2009
CC009-007,SUBSTANTIAL COMPLETION,Aug 2009,Sep 2009,Aug 2009,Sep 2009
CC009-007,"PUNCHLIST COMPLETE, JOB CLOSED",Sep 2009,Oct 2009,Sep 2009,Jun 2027
CC012-008,DEVELOP SCOPE,Jun 2009,Aug 2009,Jun 2009,Aug 2009
CC012-008,PRELIMINARY DESIGN,Aug 2009,Dec 2009,Aug 2009,Dec 2009
CC012-008,FINAL DESIGN,Dec 2009,Jun 2010,Dec 2009,Jun 2010
CC012-008,BID AWARD AND REGISTER CONTRCT,Jun 2010,Sep 2010,Jun 2010,Sep 2010
CC012-008,CONSTRUCTION TO 25%,Sep 2010,Jan 2011,Sep 2010,Jan 2011
CC012-008,CONSTRUCTION TO 50%,Jan 2011,May 2011,Jan 2011,May 2011
CC012-008,CONSTRUCTION TO 75%,May 2011,Sep 2011,May 2011,Sep 2011
CC012-008,ORIGINAL EQUIP & FURNISHING,Sep 2011,Dec 2011,Sep 2011,Dec 2011
CC012-008,SUBSTANTIAL COMPLETION,Dec 2011,Feb 2012,Dec 2011,Feb 2012
CC012-008,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2012,Mar 2012,Feb 2012,Dec 2024
CC018-009,DEVELOP SCOPE,Jun 2009,Aug 2009,Jul 2020,Sep 2020
CC018-009,PRELIMINARY DESIGN,Aug 2009,Dec 2009,Sep 2020,Jan 2021
CC018-009,FINAL DESIGN,Dec 2009,Jun 2010,Jan 2021,Jul 2021
CC018-009,BID AWARD AND REGISTER CONTRCT,Jun 2010,Sep 2010,Jul 2021,Oct 2021
CC018-009,CONSTRUCTION TO 25%,Sep 2010,Jan 2011,Oct 2021,Feb 2022
CC018-009,CONSTRUCTION TO 50%,Jan 2011,May 2011,Feb 2022,Jun 2022
CC018-009,CONSTRUCTION TO 75%,May 2011,Sep 2011,Jun 2022,Oct 2022
CC018-009,ORIGINAL EQUIP & FURNISHING,Sep 2011,Dec 2011,Oct 2022,Jan 2023
CC018-009,SUBSTANTIAL COMPLETION,Dec 2011,Feb 2012,Jan 2023,Mar 2023
CC018-009,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2012,Mar 2012,Mar 2023,Apr 2026
CC022-012,DEVELOP SCOPE,Jun 2012,Aug 2012,Jun 2012,Aug 2012
CC022-012,PRELIMINARY DESIGN,Aug 2012,Dec 2012,Aug 2012,Dec 2012
CC022-012,FINAL DESIGN,Dec 2012,Jun 2013,Dec 2012,Jun 2013
CC022-012,BID AWARD AND REGISTER CONTRCT,Jun 2013,Sep 2013,Jun 2013,Sep 2013
CC022-012,CONSTRUCTION TO 25%,Sep 2013,Jan 2014,Sep 2013,Jan 2014
CC022-012,CONSTRUCTION TO 50%,Jan 2014,May 2014,Jan 2014,May 2014
CC022-012,CONSTRUCTION TO 75%,May 2014,Sep 2014,May 2014,Sep 2014
CC022-012,ORIGINAL EQUIP & FURNISHING,Sep 2014,Dec 2014,Sep 2014,Dec 2014
CC022-012,SUBSTANTIAL COMPLETION,Dec 2014,Feb 2015,Dec 2014,Feb 2015
CC022-012,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2015,Mar 2015,Feb 2015,Mar 2026
CC025-013,DEVELOP SCOPE,Jun 2013,Aug 2013,Jul 2021,Sep 2021
CC025-013,PRELIMINARY DESIGN,Aug 2013,Dec 2013,Sep 2021,Jan 2022
CC025-013,FINAL DESIGN,Dec 2013,Jun 2014,Jan 2022,Jul 2022
CC025-013,BID AWARD AND REGISTER CONTRCT,Jun 2014,Sep 2014,Jul 2022,Oct 2022
CC025-013,CONSTRUCTION TO 25%,Sep 2014,Jan 2015,Oct 2022,Feb 2023
CC025-013,CONSTRUCTION TO 50%,Jan 2015,May 2015,Feb 2023,Jun 2023
CC025-013,CONSTRUCTION TO 75%,May 2015,Sep 2015,Jun 2023,Oct 2023
CC025-013,ORIGINAL EQUIP & FURNISHING,Sep 2015,Dec 2015,Oct 2023,Jan 2024
CC025-013,SUBSTANTIAL COMPLETION,Dec 2015,Feb 2016,Jan 2024,Mar 2024
CC025-013,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2016,Mar 2016,Mar 2024,Apr 2024
CC026-013,DEVELOP SCOPE,Jun 2013,Aug 2013,Jul 2021,Oct 2021
CC026-013,PRELIMINARY DESIGN,Aug 2013,Dec 2013,Oct 2021,Jan 2022
CC026-013,FINAL DESIGN,Dec 2013,Jun 2014,Jan 2022,Jul 2022
CC026-013,BID AWARD AND REGISTER CONTRCT,Jun 2014,Sep 2014,Jul 2022,Oct 2022
CC026-013,CONSTRUCTION TO 25%,Sep 2014,Jan 2015,Oct 2022,Feb 2023
CC026-013,CONSTRUCTION TO 50%,Jan 2015,May 2015,Feb 2023,Jun 2023
CC026-013,CONSTRUCTION TO 75%,May 2015,Sep 2015,Jun 2023,Oct 2023
CC026-013,ORIGINAL EQUIP & FURNISHING,Sep 2015,Dec 2015,Oct 2023,Jan 2024
CC026-013,SUBSTANTIAL COMPLETION,Dec 2015,Feb 2016,Jan 2024,Mar 2024
CC026-013,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2016,Mar 2016,May 2025,Aug 2025
CC027-014,DEVELOP SCOPE,Jun 2014,Aug 2014,Jul 2021,Oct 2021
CC027-014,PRELIMINARY DESIGN,Aug 2014,Dec 2014,Oct 2021,Jan 2022
CC027-014,FINAL DESIGN,Dec 2014,Jun 2015,Jan 2022,Jul 2022
CC027-014,BID AWARD AND REGISTER CONTRCT,Jun 2015,Sep 2015,Jul 2022,Oct 2022
CC027-014,CONSTRUCTION TO 25%,Sep 2015,Jan 2016,Oct 2022,Feb 2023
CC027-014,CONSTRUCTION TO 50%,Jan 2016,May 2016,Feb 2023,Jun 2023
CC027-014,CONSTRUCTION TO 75%,May 2016,Sep 2016,Jun 2023,Oct 2023
CC027-014,ORIGINAL EQUIP & FURNISHING,Sep 2016,Dec 2016,Oct 2023,Jan 2024
CC027-014,SUBSTANTIAL COMPLETION,Dec 2016,Feb 2017,Jan 2024,Mar 2024
CC027-014,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2017,Mar 2017,Mar 2024,May 2030
CC029-014,DEVELOP SCOPE,Jun 2014,Aug 2014,Jun 2014,Aug 2014
CC029-014,PRELIMINARY DESIGN,Aug 2014,Dec 2014,Aug 2014,Dec 2014
CC029-014,FINAL DESIGN,Dec 2014,Jun 2015,Dec 2014,Jun 2015
CC029-014,BID AWARD AND REGISTER CONTRCT,Jun 2015,Sep 2015,Jun 2015,Sep 2015
CC029-014,CONSTRUCTION TO 25%,Sep 2015,Jan 2016,Sep 2015,Jan 2016
CC029-014,CONSTRUCTION TO 50%,Jan 2016,May 2016,Jan 2016,May 2016
CC029-014,CONSTRUCTION TO 75%,May 2016,Sep 2016,May 2016,Sep 2016
CC029-014,ORIGINAL EQUIP & FURNISHING,Sep 2016,Dec 2016,Sep 2016,Dec 2016
CC029-014,SUBSTANTIAL COMPLETION,Dec 2016,Feb 2017,Dec 2016,Feb 2017
CC029-014,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2017,Mar 2017,Feb 2017,Mar 2026
CC032-015,DEVELOP SCOPE,Mar 2015,May 2015,Mar 2015,May 2015
CC032-015,PRELIMINARY DESIGN,May 2015,Sep 2015,May 2015,Sep 2015
CC032-015,FINAL DESIGN,Sep 2015,Mar 2016,Sep 2015,Mar 2016
CC032-015,BID AWARD AND REGISTER CONTRCT,Mar 2016,Jun 2016,Mar 2016,Jun 2016
CC032-015,CONSTRUCTION TO 25%,Jun 2016,Oct 2016,Jun 2016,Oct 2016
CC032-015,CONSTRUCTION TO 50%,Oct 2016,Feb 2017,Oct 2016,Feb 2017
CC032-015,CONSTRUCTION TO 75%,Feb 2017,Jun 2017,Feb 2017,Jun 2017
CC032-015,ORIGINAL EQUIP & FURNISHING,Jun 2017,Sep 2017,Jun 2017,Sep 2017
CC032-015,SUBSTANTIAL COMPLETION,Sep 2017,Nov 2017,Sep 2017,Nov 2017
CC032-015,"PUNCHLIST COMPLETE, JOB CLOSED",Nov 2017,Dec 2017,Nov 2017,Dec 2026
CC034-016,DEVELOP SCOPE,Jun 2015,Aug 2015,Jun 2015,Aug 2015
CC034-016,PRELIMINARY DESIGN,Aug 2015,Dec 2015,Aug 2015,Dec 2015
CC034-016,FINAL DESIGN,Dec 2015,Jun 2016,Dec 2015,Jun 2016
CC034-016,BID AWARD AND REGISTER CONTRCT,Jun 2016,Sep 2016,Jun 2016,Sep 2016
CC034-016,CONSTRUCTION TO 25%,Sep 2016,Jan 2017,Sep 2016,Jan 2017
CC034-016,CONSTRUCTION TO 50%,Jan 2017,May 2017,Jan 2017,May 2017
CC034-016,CONSTRUCTION TO 75%,May 2017,Sep 2017,May 2017,Sep 2017
CC034-016,ORIGINAL EQUIP & FURNISHING,Sep 2017,Dec 2017,Sep 2017,Dec 2017
CC034-016,SUBSTANTIAL COMPLETION,Dec 2017,Feb 2018,Dec 2017,Feb 2018
CC034-016,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2018,Mar 2018,Feb 2018,Mar 2026
CC037-017,DEVELOP SCOPE,Jun 2017,Aug 2017,Jul 2021,Oct 2021
CC037-017,PRELIMINARY DESIGN,Aug 2017,Dec 2017,Oct 2021,Jan 2022
CC037-017,FINAL DESIGN,Dec 2017,Jun 2018,Jan 2022,Jul 2022
CC037-017,BID AWARD AND REGISTER CONTRCT,Jun 2018,Sep 2018,Jul 2022,Oct 2022
CC037-017,CONSTRUCTION TO 25%,Sep 2018,Jan 2019,Oct 2022,Feb 2023
CC037-017,CONSTRUCTION TO 50%,Jan 2019,May 2019,Feb 2023,Jun 2023
CC037-017,CONSTRUCTION TO 75%,May 2019,Sep 2019,Jun 2023,Oct 2023
CC037-017,ORIGINAL EQUIP & FURNISHING,Sep 2019,Dec 2019,Oct 2023,Jan 2024
CC037-017,SUBSTANTIAL COMPLETION,Dec 2019,Feb 2020,Jan 2024,Mar 2024
CC037-017,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2020,Mar 2020,Mar 2024,May 2027
CC039-017,DEVELOP SCOPE,Jun 2017,Aug 2017,Jul 2022,Oct 2022
CC039-017,PRELIMINARY DESIGN,Aug 2017,Dec 2017,Oct 2022,Jan 2023
CC039-017,FINAL DESIGN,Dec 2017,Jun 2018,Jan 2023,Jul 2023
CC039-017,BID AWARD AND REGISTER CONTRCT,Jun 2018,Sep 2018,Jul 2023,Oct 2023
CC039-017,CONSTRUCTION TO 25%,Sep 2018,Jan 2019,Oct 2023,Feb 2024
CC039-017,CONSTRUCTION TO 50%,Jan 2019,May 2019,Feb 2024,Jun 2024
CC039-017,CONSTRUCTION TO 75%,May 2019,Sep 2019,Jun 2024,Oct 2024
CC039-017,ORIGINAL EQUIP & FURNISHING,Sep 2019,Dec 2019,Oct 2024,Jan 2025
CC039-017,SUBSTANTIAL COMPLETION,Dec 2019,Feb 2020,Jan 2025,Mar 2025
CC039-017,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2020,Mar 2020,Mar 2025,May 2029
CC041-018,DEVELOP SCOPE,Jun 2018,Aug 2018,Jun 2018,Aug 2018
CC041-018,PRELIMINARY DESIGN,Aug 2018,Dec 2018,Aug 2018,Dec 2018
CC041-018,FINAL DESIGN,Dec 2018,Jun 2019,Dec 2018,Jun 2019
CC041-018,BID AWARD AND REGISTER CONTRCT,Jun 2019,Sep 2019,Jun 2019,Sep 2019
CC041-018,CONSTRUCTION TO 25%,Sep 2019,Jan 2020,Sep 2019,Jan 2020
CC041-018,CONSTRUCTION TO 50%,Jan 2020,May 2020,Jan 2020,May 2020
CC041-018,CONSTRUCTION TO 75%,May 2020,Sep 2020,May 2020,Sep 2020
CC041-018,ORIGINAL EQUIP & FURNISHING,Sep 2020,Dec 2020,Sep 2020,Dec 2020
CC041-018,SUBSTANTIAL COMPLETION,Dec 2020,Feb 2021,Dec 2020,Feb 2021
CC041-018,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2021,Mar 2021,Feb 2021,Mar 2024
CC042-018,DEVELOP SCOPE,Jun 2018,Aug 2018,Jul 2021,Oct 2021
CC042-018,PRELIMINARY DESIGN,Aug 2018,Dec 2018,Oct 2021,Jan 2022
CC042-018,FINAL DESIGN,Dec 2018,Jun 2019,Jan 2022,Jul 2022
CC042-018,BID AWARD AND REGISTER CONTRCT,Jun 2019,Sep 2019,Jul 2022,Oct 2022
CC042-018,CONSTRUCTION TO 25%,Sep 2019,Jan 2020,Oct 2022,Feb 2023
CC042-018,CONSTRUCTION TO 50%,Jan 2020,May 2020,Feb 2023,Jun 2023
CC042-018,CONSTRUCTION TO 75%,May 2020,Sep 2020,Jun 2023,Oct 2023
CC042-018,ORIGINAL EQUIP & FURNISHING,Sep 2020,Dec 2020,Oct 2023,Jan 2024
CC042-018,SUBSTANTIAL COMPLETION,Dec 2020,Feb 2021,Jan 2024,Mar 2024
CC042-018,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2021,Mar 2021,Mar 2024,May 2027
CC045-019,DEVELOP SCOPE,Jun 2019,Aug 2019,Jul 2020,Oct 2020
CC045-019,PRELIMINARY DESIGN,Aug 2019,Dec 2019,Oct 2020,Jan 2021
CC045-019,FINAL DESIGN,Dec 2019,Jun 2020,Jan 2021,Jul 2021
CC045-019,BID AWARD AND REGISTER CONTRCT,Jun 2020,Sep 2020,Jul 2021,Oct 2021
CC045-019,CONSTRUCTION TO 25%,Sep 2020,Jan 2021,Oct 2021,Feb 2022
CC045-019,CONSTRUCTION TO 50%,Jan 2021,May 2021,Feb 2022,Jun 2022
CC045-019,CONSTRUCTION TO 75%,May 2021,Sep 2021,Jun 2022,Oct 2022
CC045-019,ORIGINAL EQUIP & FURNISHING,Sep 2021,Dec 2021,Oct 2022,Jan 2023
CC045-019,SUBSTANTIAL COMPLETION,Dec 2021,Feb 2022,Jan 2023,Mar 2023
CC045-019,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2022,Mar 2022,Mar 2023,Apr 2026
GR009-009,DEVELOP SCOPE,Jun 2009,Aug 2009,Jun 2009,Aug 2009
GR009-009,PRELIMINARY DESIGN,Aug 2009,Dec 2009,Aug 2009,Dec 2009
GR009-009,FINAL DESIGN,Dec 2009,Jun 2010,Dec 2009,Jun 2010
GR009-009,BID AWARD AND REGISTER CONTRCT,Jun 2010,Sep 2010,Jun 2010,Sep 2010
GR009-009,CONSTRUCTION TO 25%,Sep 2010,Jan 2011,Sep 2010,Jan 2011
GR009-009,CONSTRUCTION TO 50%,Jan 2011,May 2011,Jan 2011,May 2011
GR009-009,CONSTRUCTION TO 75%,May 2011,Sep 2011,May 2011,Sep 2011
GR009-009,ORIGINAL EQUIP & FURNISHING,Sep 2011,Dec 2011,Sep 2011,Dec 2011
GR009-009,SUBSTANTIAL COMPLETION,Dec 2011,Feb 2012,Dec 2011,Feb 2012
GR009-009,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2012,Mar 2012,Feb 2012,Jun 2026
GR012-011,DEVELOP SCOPE,Jun 2011,Aug 2011,Jul 2020,Sep 2020
GR012-011,PRELIMINARY DESIGN,Aug 2011,Dec 2011,Sep 2020,Jan 2021
GR012-011,FINAL DESIGN,Dec 2011,Jun 2012,Jan 2021,Jul 2021
GR012-011,BID AWARD AND REGISTER CONTRCT,Jun 2012,Sep 2012,Jul 2021,Oct 2021
GR012-011,CONSTRUCTION TO 25%,Sep 2012,Jan 2013,Oct 2021,Feb 2022
GR012-011,CONSTRUCTION TO 50%,Jan 2013,May 2013,Feb 2022,Jun 2022
GR012-011,CONSTRUCTION TO 75%,May 2013,Sep 2013,Jun 2022,Oct 2022
GR012-011,ORIGINAL EQUIP & FURNISHING,Sep 2013,Dec 2013,Oct 2022,Jan 2023
GR012-011,SUBSTANTIAL COMPLETION,Dec 2013,Feb 2014,Jan 2023,Mar 2023
GR012-011,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2014,Mar 2014,Mar 2023,Jun 2026
GR013-012,DEVELOP SCOPE,Jun 2012,Aug 2012,Jul 2020,Sep 2020
GR013-012,PRELIMINARY DESIGN,Aug 2012,Dec 2012,Sep 2020,Jan 2021
GR013-012,FINAL DESIGN,Dec 2012,Jun 2013,Jan 2021,Jul 2021
GR013-012,BID AWARD AND REGISTER CONTRCT,Jun 2013,Sep 2013,Jul 2021,Oct 2021
GR013-012,CONSTRUCTION TO 25%,Sep 2013,Jan 2014,Oct 2021,Feb 2022
GR013-012,CONSTRUCTION TO 50%,Jan 2014,May 2014,Feb 2022,Jun 2022
GR013-012,CONSTRUCTION TO 75%,May 2014,Sep 2014,Jun 2022,Oct 2022
GR013-012,ORIGINAL EQUIP & FURNISHING,Sep 2014,Dec 2014,Oct 2022,Jan 2023
GR013-012,SUBSTANTIAL COMPLETION,Dec 2014,Feb 2015,Jan 2023,Mar 2023
GR013-012,"PUNCHLIST COMPLETE, JOB CLOSED",Feb 2015,Mar 2015,Mar 2023,Apr 2026
GR014-013,DEVELOP SCOPE,Jun 2013,Aug 2013,Jul 2020,Sep 2020
