project_id,project_description,managing_agency_id,managing_agency,ten_year_plan_category,community_boards_served,borough,budget_lines,original_budget,city_prior_actuals,city2021,city2022,city2023,city2024,city2025,city_r_t_c,city_total,non_city_prior_actuals,non_city2021,non_city2022,non_city2023,non_city2024,non_city2025,non_city_r_t_c,non_city_total,combined_prior_actuals,combined2021,combined2022,combined2023,combined2024,combined2025,combined_r_t_c,combined_total,explanation_for_delay,project_location,scope_summary,source_pdf
P-6POGC15,FY15 Citywide pool structure CNYG-1515M,846,DEPT OF PARKS AND RECREATION,"LARGE, MAJOR AND REGIONAL PARK RECONSTRUCTION",,CITYWIDE,P-1008,901,1058,2,249,0,0,0,0,1309,0,0,0,0,0,0,0,0,1058,2,249,0,0,0,0,1309,,CITYWIDE,FY15 CITYWIDE POOL STRUCTURE,cpd11-20cw.pdf
P-6POL11A,FY11 Recnstr of electrical system for pools CNYG-1611M,846,DEPT OF PARKS AND RECREATION,NEIGHBORHOOD PARKS AND PLAYGROUNDS,,CITYWIDE,P-1018,500,1111,0,84,0,0,0,0,1195,0,0,0,0,0,0,0,0,1111,0,84,0,0,0,0,1195,,CITYWIDE,RECONSTRUCTION OF DETERIORATED ELECTRICAL SYSTEMS FOR VARIOUS PARKS AND RECREATION,cpd11-20cw.pdf
P-6POOL18,Recon Citywide pools $1 Contract CNYG-918M,846,DEPT OF PARKS AND RECREATION,NEIGHBORHOOD PARKS AND PLAYGROUNDS,,CITYWIDE,P-1008,1529,109,0,300,0,0,0,0,409,0,0,0,0,0,0,0,0,109,0,300,0,0,0,0,409,,CITYWIDE,RECON CITYWIDE POOLS $1 CONTRACT,cpd11-20cw.pdf
P-6PRKLOT,Recon 5Boro & Garage complex prkg lot M104-117M,846,DEPT OF PARKS AND RECREATION,"LARGE, MAJOR AND REGIONAL PARK RECONSTRUCTION",000,CITYWIDE,P-1018,1500,1461,573,0,0,0,0,0,2034,0,0,0,0,0,0,0,0,1461,573,0,0,0,0,0,2034,,RECON 5BORO & GARAGE COMPLEX PRKG LOT,RECON 5BORO & GARAGE COMPLEX PRKG LOT,cpd11-20cw.pdf
P-6PVMNT1,Reconstruct pavement various Parks CNYG-117MA,846,DEPT OF PARKS AND RECREATION,NEIGHBORHOOD PARKS AND PLAYGROUNDS,,CITYWIDE,P-1018,1,1514,540,0,0,0,0,0,2054,0,0,0,0,0,0,0,0,1514,540,0,0,0,0,0,2054,,VARIOUS PARKS AND RECREATION LOCATIONS,DOLLAR CONTRACT WILL RECONSTRUCT PAVEMENT SURFACES AT VARIOUS PARKS AND RECREATION,cpd11-20cw.pdf
P-6PVMNT2,Citywide Pavement Reconstruction 2 CNYG-1618M,846,DEPT OF PARKS AND RECREATION,NEIGHBORHOOD PARKS AND PLAYGROUNDS,,CITYWIDE,P-1018,1,2255,255,0,0,0,0,0,2510,0,0,0,0,0,0,0,0,2255,255,0,0,0,0,0,2510,,CITYWIDE,THIS DOLLAR CONTRACT WILL RECONSTRUCT PAVEMENT SURFACES AT VARIOUS PARKS AND,cpd11-20cw.pdf
P-6REC07B,FY07 Recreation & Nature Centers (Elec) - CNYG-1807M,846,DEPT OF PARKS AND RECREATION,MAJOR RECREATIONAL FACILITIES AND FACILITY RECONSTRUCTION,,CITYWIDE,P-1018,916,584,0,0,274,0,0,0,858,0,0,0,0,0,0,0,0,584,0,0,274,0,0,0,858,,CW,FY07 RECREATION & NATURE CENTERS (ELEC) - CNYG-1807M,cpd11-20cw.pdf
P-6REC07D,FY07 Recreation & Nature Centers (HVAC) - CNYG-2007MA2,846,DEPT OF PARKS AND RECREATION,MAJOR RECREATIONAL FACILITIES AND FACILITY RECONSTRUCTION,,CITYWIDE,P-Q245,1145,9,0,0,200,0,0,0,209,0,0,0,0,0,0,0,0,9,0,0,200,0,0,0,209,PROJECT DELAYED DUE TO UNFORESEEN SITE/FIELD CONDITION,CW,FY07 RECREATION & NATURE CENTERS (HVAC) - CNYG-2007M,cpd11-20cw.pdf
P-6REC11B,"Queens, Brooklyn & SI HVAC systems CNYG-1910MA1",846,DEPT OF PARKS AND RECREATION,"LARGE, MAJOR AND REGIONAL PARK RECONSTRUCTION",000,CITYWIDE,P-1018,250,870,63,0,0,0,0,0,933,0,0,0,0,0,0,0,0,870,63,0,0,0,0,0,933,PROJECT DELAYED DUE TO UNFORESEEN SITE/FIELD CONDITION,"RECREATION AND NATURE CENTERS IN QUEENS, BROOKLYN AND SI","RECONSTRUCTION OF HVAC SYSTEMS IN REC AND NATURE SENTERS IN THE QUEENS, BROOKLYN AND",cpd11-20cw.pdf
P-6REF20A,Reforestation FY20 Br & Que CB8-14,846,DEPT OF PARKS AND RECREATION,LAND ACQUISITION AND TREE PLANTING,000,CITYWIDE,P-0822,1065,30,1065,0,0,0,0,0,1095,0,0,0,0,0,0,0,0,30,1065,0,0,0,0,0,1095,,REFORESTATION FY20 BR & QUE CB8-14,REFORESTATION FY20 BR & QUE CB8-14,cpd11-20cw.pdf
P-6REF20B,Reforestation FY20 BX & Que CB 1-7,846,DEPT OF PARKS AND RECREATION,LAND ACQUISITION AND TREE PLANTING,000,CITYWIDE,P-0822,1135,90,1135,0,0,0,0,0,1225,0,0,0,0,0,0,0,0,90,1135,0,0,0,0,0,1225,,REFORESTATION FY20 BX & QUE CB 1-7,REFORESTATION FY20 BX & QUE CB 1-7,cpd11-20cw.pdf
P-6REMT35,"Non Sandy Tree Removal Bx, Mht, Qn",846,DEPT OF PARKS AND RECREATION,LAND ACQUISITION AND TREE PLANTING,000,CITYWIDE,P-0822,210,95,114,1,0,0,0,0,210,0,0,0,0,0,0,0,0,95,114,1,0,0,0,0,210,,CITYWIDE,"NON SANDY TREE REMOVAL BX, MHT, QN",cpd11-20cw.pdf
P-6REMT37,"Tree Removal Bx, Mht, Qn FY19",846,DEPT OF PARKS AND RECREATION,LAND ACQUISITION AND TREE PLANTING,000,CITYWIDE,P-0822,1013,277,736,0,0,0,0,0,1013,0,0,0,0,0,0,0,0,277,736,0,0,0,0,0,1013,,"NON SANDY TREE REMOVAL BX, MHT, QN FY19","NON SANDY TREE REMOVAL BX, MHT, QN FY19",cpd11-20cw.pdf
P-6REQ1,State of Good Repair - CW,846,DEPT OF PARKS AND RECREATION,NEIGHBORHOOD PARKS AND PLAYGROUNDS,000,CITYWIDE,P-1018,23342,0,0,0,0,842,0,0,842,0,0,0,0,0,0,0,0,0,0,0,0,842,0,0,842,,$3597K P1018 FY24 TRSF FR P-6CWSSPE..,STATE OF GOOD REPAIR - CW - FY'20 TRF $250K TO P-1PUTNAM...,cpd11-20cw.pdf
P-6REQU,State of Good Repair - CW,846,DEPT OF PARKS AND RECREATION,NEIGHBORHOOD PARKS AND PLAYGROUNDS,000,CITYWIDE,P-1018,15000,0,0,0,0,4703,11750,24943,41396,0,0,0,0,0,0,0,0,0,0,0,0,4703,11750,24943,41396,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,FY'18 TRF $137K TO P-214LTFN...4/5/18 $673K TO P-4HCOVPG...FY'19 TRF $557K TO P-303SDRB... XFER,"REQUIREMENTS - CITYWIDE.. FY26 $23.274 & FY27 $23,832...FY18 ARP PLAN",cpd11-20cw.pdf
P-6RETW11,FY11-Reconstr & stabilization of retaining walls CNYG-1511M,846,DEPT OF PARKS AND RECREATION,NEIGHBORHOOD PARKS AND PLAYGROUNDS,,CITYWIDE,P-D018,1502,3673,0,571,0,0,0,0,4244,0,0,0,0,0,0,0,0,3673,0,571,0,0,0,0,4244,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,CITYWIDE,FY11 RECONSTRUCTION AND STABILIZATION OF RETAINING WALLS,cpd11-20cw.pdf
P-6RETW14,Retaining Wall R/C (CNYG-514M),846,DEPT OF PARKS AND RECREATION,NEIGHBORHOOD PARKS AND PLAYGROUNDS,099,CITYWIDE,P-1329 P-D018,24853,23990,1953,1059,2031,0,0,0,29033,0,0,0,0,0,0,0,0,23990,1953,1059,2031,0,0,0,29033,PROJECT DELAYED DUE TO UNFORESEEN SITE/FIELD CONDITION,CITYWIDE,THE RECONSTRUCTION AND STABILIZATION OF RETAINING WALLS - CITYWIDE,cpd11-20cw.pdf
P-6RETW18,Citywide Retaining Wall FY18 CNYG-1818M,846,DEPT OF PARKS AND RECREATION,NEIGHBORHOOD PARKS AND PLAYGROUNDS,099,CITYWIDE,P-1329,8081,891,3000,2308,6000,0,0,0,12199,0,0,0,0,0,0,0,0,891,3000,2308,6000,0,0,0,12199,,CITYWIDE,CITYWIDE RETAINING WALL FY18,cpd11-20cw.pdf
P-6RFMN14,FY14 RECON ROOFINGS IN MANHATTAN MG-614M,846,DEPT OF PARKS AND RECREATION,"LARGE, MAJOR AND REGIONAL PARK RECONSTRUCTION",,CITYWIDE,P-1249,1980,1310,170,296,0,0,0,0,1776,0,0,0,0,0,0,0,0,1310,170,296,0,0,0,0,1776,,FY14 RECON ROOFINGS IN MANHATTAN,FY14 RECON ROOFINGS IN MANHATTAN,cpd11-20cw.pdf
P-6ROOF14,FY14 Roof Requirements for Bronx & Queens CNYG-1114M,846,DEPT OF PARKS AND RECREATION,"LARGE, MAJOR AND REGIONAL PARK RECONSTRUCTION",,CITYWIDE,P-1249,2590,2234,0,39,0,0,0,0,2273,0,0,0,0,0,0,0,0,2234,0,39,0,0,0,0,2273,,CITYWIDE,FY14 ROOF REQUIREMENTS,cpd11-20cw.pdf
P-6ROOF15,FY15 Citywide roofing CNYG-1115M,846,DEPT OF PARKS AND RECREATION,"LARGE, MAJOR AND REGIONAL PARK RECONSTRUCTION",,CITYWIDE,P-1249,1041,1304,246,0,0,0,0,0,1550,0,0,0,0,0,0,0,0,1304,246,0,0,0,0,0,1550,,CITYWIDE,FY15 CITYWIDE ROOFING,cpd11-20cw.pdf
P-6ROOF9A,FY09 Roof Requirements QNS & BX (CNYG-3009M),846,DEPT OF PARKS AND RECREATION,MAJOR RECREATIONAL FACILITIES AND FACILITY RECONSTRUCTION,000,CITYWIDE,P-Q245,2403,5509,0,330,0,0,0,0,5839,0,0,0,0,0,0,0,0,5509,0,330,0,0,0,0,5839,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,QNS & BX,FY09 ROOF REQUIREMENTS QNS & BX,cpd11-20cw.pdf
P-6RPZBKQ,Brooklyn & Queens Multi-Site RPZ Installation,846,DEPT OF PARKS AND RECREATION,NEIGHBORHOOD PARKS AND PLAYGROUNDS,000,CITYWIDE,P-1250,1300,0,0,0,1000,0,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,1000,,CITYWIDE,BROOKLYN & QUEENS MULTI-SITE RPZ INSTALLATION,cpd11-20cw.pdf
P-6SANDT1,"FY18 Sandy Related Tree Replacement - Q, X, M",846,DEPT OF PARKS AND RECREATION,LAND ACQUISITION AND TREE PLANTING,000,CITYWIDE,P-0822,0,2280,0,424,0,0,0,0,2704,0,0,0,0,0,0,0,0,2280,0,424,0,0,0,0,2704,,,"FY18 SANDY RELATED TREE REPLACEMENT - Q, X, M",cpd11-20cw.pdf
P-6SECBOL,Parks Security Measures Citywide,846,DEPT OF PARKS AND RECREATION,NEIGHBORHOOD PARKS AND PLAYGROUNDS,,CITYWIDE,P-1095,33740,1081,404,0,3385,0,0,0,4870,0,0,0,0,0,0,0,0,1081,404,0,3385,0,0,0,4870,,CITYWIDE,PARKS SECURITY BOLLARDS CITYWIDE,cpd11-20cw.pdf
P-6SPCR15,NRG - Spring Creek Salt Marsh Restoration CNYG-2715M,846,DEPT OF PARKS AND RECREATION,LAND ACQUISITION AND TREE PLANTING,000,CITYWIDE,P-1327,2000,1171,1460,6477,0,0,0,0,9108,0,0,0,0,0,0,0,0,1171,1460,6477,0,0,0,0,9108,PROJECT DELAYED PENDING NON-CITY GRANT APPROVAL,BORDERS THE BOROUGHS OF BROOKLYN AND QUEENS.,SPRING CREEK SALT MARSH AND COASTAL UPLAND RESTORATION,cpd11-20cw.pdf
P-6STRUC1,Citywide structural stabilization - Multisite CNYG-1617M,846,DEPT OF PARKS AND RECREATION,MAJOR RECREATIONAL FACILITIES AND FACILITY RECONSTRUCTION,,CITYWIDE,P-0505 P-D018,1267,209,1150,0,0,0,0,0,1359,0,0,0,0,0,0,0,0,209,1150,0,0,0,0,0,1359,,CITYWIDE,CITYWIDE STRUCTURAL STABILIZATION - MULTISITE - FOR METROPOLITAN POOL& E54TH ST REC CTR...,cpd11-20cw.pdf
P-6STURF1,Reconstruction of Synthetic Turf Fields Citywide MG-718M,846,DEPT OF PARKS AND RECREATION,"LARGE, MAJOR AND REGIONAL PARK RECONSTRUCTION",000,CITYWIDE,P-0510,4771,2084,0,0,2090,0,0,0,4174,0,0,0,0,0,0,0,0,2084,0,0,2090,0,0,0,4174,,CITYWIDE,RECONSTRUCTION OF SYNTHETIC TURF FIELDS CITYWIDE,cpd11-20cw.pdf
P-6TRAI20,FY19 NRG Arden Woods Trail Construction,846,DEPT OF PARKS AND RECREATION,LAND ACQUISITION AND TREE PLANTING,000,CITYWIDE,P-D019 P-R245 P-D021 P-0822,522,35,567,0,0,0,0,0,602,0,0,0,0,0,0,0,0,35,567,0,0,0,0,0,602,,"BX,QUE,SI TRAIL R/C, & PLANTING TREES","BX,QUE,SI TRAIL R/C, & PLANTING TREES",cpd11-20cw.pdf
P-6TRBRSI,Park Trees-Trees Replanting Brooklyn & SI,846,DEPT OF PARKS AND RECREATION,LAND ACQUISITION AND TREE PLANTING,000,CITYWIDE,P-0822,2964,143,0,30,2180,0,0,0,2353,0,0,0,0,0,0,0,0,143,0,30,2180,0,0,0,2353,,PARK TREES-TREES REPLANTING BROOKLYN & SI,PARK TREES-TREES REPLANTING BROOKLYN & SI,cpd11-20cw.pdf
P-6TRE18A,Street Trees Supervision FY18,846,DEPT OF PARKS AND RECREATION,LAND ACQUISITION AND TREE PLANTING,000,CITYWIDE,P-0822,3813,1227,1173,0,0,0,0,0,2400,0,0,0,0,0,0,0,0,1227,1173,0,0,0,0,0,2400,,STREET TREES SUPERVISION FY18,STREET TREES SUPERVISION FY18,cpd11-20cw.pdf
P-6TRE19A,Street Trees Supervision FY19,846,DEPT OF PARKS AND RECREATION,LAND ACQUISITION AND TREE PLANTING,000,CITYWIDE,P-0822,1142,0,958,0,0,0,0,0,958,0,0,0,0,0,0,0,0,0,958,0,0,0,0,0,958,,STREET TREES SUPERVISION FY19,STREET TREES SUPERVISION FY19,cpd11-20cw.pdf
P-6TRE21S,FY21 Street Trees Supervision,846,DEPT OF PARKS AND RECREATION,LAND ACQUISITION AND TREE PLANTING,000,CITYWIDE,P-0822,905,0,1805,0,0,0,0,0,1805,0,0,0,0,0,0,0,0,0,1805,0,0,0,0,0,1805,,FY21 STREET TREES SUPERVISION,FY21 STREET TREES SUPERVISION,cpd11-20cw.pdf
P-6TREEP1,Procurement of Street Trees Region 1-CNYG-3916M,846,DEPT OF PARKS AND RECREATION,LAND ACQUISITION AND TREE PLANTING,,CITYWIDE,P-0822,13800,14765,783,0,0,0,0,0,15548,0,0,0,0,0,0,0,0,14765,783,0,0,0,0,0,15548,,CITYWIDE,PROCUREMENT OF STREET TREES REGION 1-CNYG-3916M,cpd11-20cw.pdf
P-6TREEP2,Procurement of Street Trees Region 2-CNYG-4016M,846,DEPT OF PARKS AND RECREATION,LAND ACQUISITION AND TREE PLANTING,,CITYWIDE,P-0822,13800,10180,2876,0,0,0,0,0,13056,0,0,0,0,0,0,0,0,10180,2876,0,0,0,0,0,13056,,CITYWIDE,PROCUREMENT OF STREET TREES REGION 2-CNYG-4016M,cpd11-20cw.pdf
P-6TREES2,RISK MANAGEMENT TREES,846,DEPT OF PARKS AND RECREATION,LAND ACQUISITION AND TREE PLANTING,000,CITYWIDE,P-0822,2000,0,214,0,0,0,0,0,214,0,0,0,0,0,0,0,0,0,214,0,0,0,0,0,214,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,CITYWIDE,RISK MANAGEMENT TREES,cpd11-20cw.pdf
P-6TREESB,TREES - CITYWIDE,846,DEPT OF PARKS AND RECREATION,LAND ACQUISITION AND TREE PLANTING,099,CITYWIDE,S-0216 P-0822 SE-0200Q P-D822 P-1018 WP-0169 WM-0006 HB-0215 HB-1193,74316,0,969,2067,2098,0,24179,40000,69313,0,2050,0,0,0,0,0,2050,0,3019,2067,2098,0,24179,40000,71363,,"$1,595K TO P-4TRE20B..$1,800K TO P-3TRE20B..$1,188K TO P-2TRE20E..$769K TO P-2TRE20C $296K TO",$45K FY19 TR FR GXBXGI-01..$MTA CHECK RESTITUTION CANARSIE TUBE MNHT $556K..$4K ED0409)TR,cpd11-20cw.pdf
P-6TREGRD,FY21 CitywideTree Guards,846,DEPT OF PARKS AND RECREATION,LAND ACQUISITION AND TREE PLANTING,,CITYWIDE,P-0822,420,0,149,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,149,,FY21 CITYWIDETREE GUARDS,FY21 CITYWIDETREE GUARDS,cpd11-20cw.pdf
P-6TREL21,FY21 Street Tree Long Term Supervision,846,DEPT OF PARKS AND RECREATION,LAND ACQUISITION AND TREE PLANTING,000,CITYWIDE,WM-0006 P-0822,1636,0,255,2581,0,0,0,0,2836,0,0,0,0,0,0,0,0,0,255,2581,0,0,0,0,2836,,FY21 STREET TREE LONG TERM SUPERVISION,FY21 STREET TREE LONG TERM SUPERVISION,cpd11-20cw.pdf
P-6TREPLN,Forest Replacement Planting,846,DEPT OF PARKS AND RECREATION,LAND ACQUISITION AND TREE PLANTING,099,CITYWIDE,P-0245R WM-0001 WM-0006 ED-0075,293,0,6595,0,293,0,0,0,6888,0,0,0,0,0,0,0,0,0,6595,0,293,0,0,0,6888,,CITYWIDE,FOREST REPLACEMENT PLANTING,cpd11-20cw.pdf
P-6TREPLS,Street & Park Tree Replacement Planting,846,DEPT OF PARKS AND RECREATION,LAND ACQUISITION AND TREE PLANTING,099,CITYWIDE,SE-0002Q P-0822 SE-0002M P-0245R WM-0001 SE-0200K SE-0002K WM-0006 SE-0200R,5821,0,4332,2327,4718,0,0,0,11377,0,0,0,0,0,0,0,0,0,4332,2327,4718,0,0,0,11377,,CITYWIDE,STREET & PARK TREE REPLACEMENT PLANTING,cpd11-20cw.pdf
P-6TRREMD,TREE REMEDIATION- Sandy Damaged Trees,846,DEPT OF PARKS AND RECREATION,LAND ACQUISITION AND TREE PLANTING,,CITYWIDE,P-0822,9580,0,185,0,1821,0,0,0,2006,0,0,0,0,0,0,0,0,0,185,0,1821,0,0,0,2006,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,CITYWIDE,TREE REMEDIATION,cpd11-20cw.pdf
P-6TRS19A,Citywide- R/C Sidewalks Damaged by Trees Supervision,846,DEPT OF PARKS AND RECREATION,LAND ACQUISITION AND TREE PLANTING,000,CITYWIDE,P-1331,1691,1399,583,0,0,0,0,0,1982,0,0,0,0,0,0,0,0,1399,583,0,0,0,0,0,1982,,CITYWIDE- R/C SIDEWALKS DAMAGED BY TREES SUPERVISION,CITYWIDE- R/C SIDEWALKS DAMAGED BY TREES SUPERVISION,cpd11-20cw.pdf
P-6TRSD19,Bronx & Mnht- R/C Sidewalks Damaged by Trees,846,DEPT OF PARKS AND RECREATION,LAND ACQUISITION AND TREE PLANTING,000,CITYWIDE,P-1331,1259,1065,1139,0,0,0,0,0,2204,0,0,0,0,0,0,0,0,1065,1139,0,0,0,0,0,2204,,BRONX & MNHT-,BRONX & MNHT- R/C SIDEWALKS DAMAGED BY TREES,cpd11-20cw.pdf
P-6TRSDWK,Citywide- R/C Sidewalks Damaged by Trees,846,DEPT OF PARKS AND RECREATION,LAND ACQUISITION AND TREE PLANTING,000,CITYWIDE,P-D822 P-1018,13227,0,0,11500,5000,0,0,0,16500,0,0,0,0,0,0,0,0,0,0,11500,5000,0,0,0,16500,,CITYWIDE- R/C SIDEWALKS DAMAGED BY TREES,CITYWIDE- R/C SIDEWALKS DAMAGED BY TREES,cpd11-20cw.pdf
P-6UTILCW,McKenna Park - Water Line CNYG-1418M,846,DEPT OF PARKS AND RECREATION,NEIGHBORHOOD PARKS AND PLAYGROUNDS,,CITYWIDE,P-D017 P-0245K,150,0,200,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,200,,CITYWIDE,RECON SITE UTILITY PLUMBING SYSTEMS CITYWIDE - $1,cpd11-20cw.pdf
SANDY4330,NYC4330 Surplus,846,DEPT OF PARKS AND RECREATION,NEIGHBORHOOD PARKS AND PLAYGROUNDS,000,CITYWIDE,P-1018,10416,0,0,0,0,1042,0,0,1042,0,0,0,0,9374,0,0,9374,0,0,0,0,10416,0,0,10416,,,SANDY - NYC4330 SURPLUS,cpd11-20cw.pdf
SANDY4371,NYC4371 Surplus,846,DEPT OF PARKS AND RECREATION,MAJOR RECREATIONAL FACILITIES AND FACILITY RECONSTRUCTION,000,CITYWIDE,P-1018,5088,0,0,0,0,509,0,0,509,0,0,0,0,4579,0,0,4579,0,0,0,0,5088,0,0,5088,,,SANDY - PW4371 SURPLUS,cpd11-20cw.pdf
SANDY6-06,SANDY - S.I. Beaches Protective Measures North RG-813M,846,DEPT OF PARKS AND RECREATION,NEIGHBORHOOD PARKS AND PLAYGROUNDS,000,CITYWIDE,P-1018,6003,409,40,0,50,0,0,0,499,3700,361,0,438,0,0,0,4499,4109,401,0,488,0,0,0,4998,PROJECT DELAYED DUE TO UNFORESEEN SITE/FIELD CONDITION,,SANDY -EMERGENCY BOILER WORK,cpd11-20cw.pdf
SANDY6-16,For Flushing Meadow Conduit,846,DEPT OF PARKS AND RECREATION,MAJOR RECREATIONAL FACILITIES AND FACILITY RECONSTRUCTION,000,CITYWIDE,P-1018,50894,0,0,0,0,3303,0,0,3303,0,0,0,0,29734,0,0,29734,0,0,0,0,33037,0,0,33037,,,SANDY CITYWIDE CONDUIT REPLACEMENT,cpd11-20cw.pdf
SANDY6-17,Sandy-Trees Removal in Bk & SI CNYG-3616M,846,DEPT OF PARKS AND RECREATION,MAJOR RECREATIONAL FACILITIES AND FACILITY RECONSTRUCTION,000,CITYWIDE,P-1018,1100,104,0,6,0,0,0,0,110,935,55,0,0,0,0,0,990,1039,55,6,0,0,0,0,1100,,BROOKLYN & STATEN ISLAND,SANDY-TREES REMOVAL IN BK & SI,cpd11-20cw.pdf
SANDY6-18,"Sandy-Trees Removal in BX ,Mnht & Que CNYG-3516M",846,DEPT OF PARKS AND RECREATION,MAJOR RECREATIONAL FACILITIES AND FACILITY RECONSTRUCTION,000,CITYWIDE,P-1018,550,50,1,4,0,0,0,0,55,449,46,0,0,0,0,0,495,499,47,4,0,0,0,0,550,,"BRONX, MANHATTAN , QUEENS","SANDY-TREES REMOVAL IN BX ,MNHT & QUE",cpd11-20cw.pdf
SANDY6-21,"Sandy Tree Planting and Replanting - BX, Q, & M",846,DEPT OF PARKS AND RECREATION,MAJOR RECREATIONAL FACILITIES AND FACILITY RECONSTRUCTION,000,CITYWIDE,P-1018,2200,347,4,0,0,0,0,0,351,0,32,0,0,0,0,0,32,347,36,0,0,0,0,0,383,,,"SANDY TREE PLANTING AND REPLANTING - BX, Q, & M",cpd11-20cw.pdf
SANDYCDUT,SANDY-NYC4371 Conduit Funding,846,DEPT OF PARKS AND RECREATION,MAJOR RECREATIONAL FACILITIES AND FACILITY RECONSTRUCTION,000,CITYWIDE,P-1018,17391,0,0,0,0,1530,0,0,1530,0,0,0,0,13799,0,0,13799,0,0,0,0,15329,0,0,15329,,CITYWIDE,SANDY PWNYC4371 CONDUIT FUNDING,cpd11-20cw.pdf
BED-827,Regulator Chamber Roof Replacements,850,DEPT OF DESIGN & CONSTRUCTION,TRUNK AND DISTRIBUTION MAIN REPLACEMENT,,CITYWIDE,WM-0001,563,222,300,0,518,0,0,0,1040,0,0,0,0,0,0,0,0,222,300,0,518,0,0,0,1040,PROJECT DELAYED DUE TO UNFORESEEN SITE/FIELD CONDITION,,REGULATOR CHAMBER ROOF REPLACEMENTS,cpd11-20cw.pdf
CT2-INTER,"CITY TUNNEL #2, REPLACE GUARD VALVES @ 16A",850,DEPT OF DESIGN & CONSTRUCTION,WATER QUALITY PRESERVATION,000,CITYWIDE,WM-0105,10012,10141,700,0,300,0,0,0,11141,0,0,0,0,0,0,0,0,10141,700,0,300,0,0,0,11141,PROJECT DELAYED DUE TO UNFORESEEN SITE/FIELD CONDITION,,"CITY TUNNEL #2, REPLACE GUARD VALVES @ 16A 17A, ETC",cpd11-20cw.pdf
F175EMS17,EMS Station 17 - New Facility,850,DEPT OF DESIGN & CONSTRUCTION,NEW FACILITIES AND RENOVATIONS,000,CITYWIDE,F-0175,17001,2376,0,1215,14000,0,0,0,17591,0,0,0,0,0,0,0,0,2376,0,1215,14000,0,0,0,17591,,,EMS STATION 17 - NEW FACILITY,cpd11-20cw.pdf
GE-353,"DIST. WM EXT/REPL; NEW BLDGS, ETC ADJ. TO T.A. FACILITIES",850,DEPT OF DESIGN & CONSTRUCTION,TRUNK AND DISTRIBUTION MAIN REPLACEMENT,,CITYWIDE,WM-0001,4400,7668,292,0,0,0,0,0,7960,0,0,0,0,0,0,0,0,7668,292,0,0,0,0,0,7960,PROJECT DELAYED DUE TO UNFORESEEN SITE/FIELD CONDITION,,"DISTRIBUTION WATER MAIN EXTENSIONS/REPLACEMENTS; NEW BLDGS, HYDRANT &VALVE",cpd11-20cw.pdf
GE-359,Area-wide Contract for Water Mains,850,DEPT OF DESIGN & CONSTRUCTION,TRUNK AND DISTRIBUTION MAIN REPLACEMENT,000,CITYWIDE,HW-0200,12600,18003,532,0,0,0,0,0,18535,0,0,0,0,0,0,0,0,18003,532,0,0,0,0,0,18535,PROJECT DELAYED DUE TO UNFORESEEN SITE/FIELD CONDITION,,AREA-WIDE CONTRACT FOR WATER MAINS,cpd11-20cw.pdf
GE-363,"Energency Reconstruction of Water Mains, Citywide",850,DEPT OF DESIGN & CONSTRUCTION,TRUNK AND DISTRIBUTION MAIN REPLACEMENT,000,CITYWIDE,WM-0001 WM-0006 EP-0007,12543,0,11400,0,0,0,0,0,11400,0,0,0,0,0,0,0,0,0,11400,0,0,0,0,0,11400,,,CITYWIDE EMERGENCY CONSTRUCTION OF WATER MAINS,cpd11-20cw.pdf
HR25FACA,FACADE RESTORATION MULTIPLE SITES,850,DEPT OF DESIGN & CONSTRUCTION,SOCIAL SERVICES BUILDINGS,000,CITYWIDE,HR-0025,3260,20428,250,0,0,0,0,0,20678,0,0,0,0,0,0,0,0,20428,250,0,0,0,0,0,20678,PROJECT DELAYED DUE TO CHANGES IN SCOPE/DESIGN,OBA ADVISED THAT ONLY ONE ADDRESS COULD BE LISTED AS THIS PROJECT ISCONSIDERED TO BE,FACADE RESTORATION,cpd11-20cw.pdf
HR25FACA4,FACADE RESTORATION MULTIPLE SITES,850,DEPT OF DESIGN & CONSTRUCTION,SOCIAL SERVICES BUILDINGS,000,CITYWIDE,HR-0025,4322,0,0,5009,715,0,0,0,5724,0,0,0,0,0,0,0,0,0,0,5009,715,0,0,0,5724,,"(1.) 1275 WESTCHESTER AVE., BX. OBA ADVISED THAT ONLY ONE ADDRESS COULD BE LISTED AS THIS",FACADE RESTORATION,cpd11-20cw.pdf
HWCPEDLOC,Perimeter Security Measures,850,DEPT OF DESIGN & CONSTRUCTION,PRIMARY STREET RECONSTRUCTION,000,CITYWIDE,HW-0001,26970,16520,1,0,0,11118,0,0,27639,0,0,0,0,0,0,0,0,16520,1,0,0,11118,0,0,27639,PROJECT DELAYED DUE TO UNFORESEEN SITE/FIELD CONDITION,CITYWIDE PEDESTRIAN REFUGE LOCATIONS,CITYWIDE PEDESTRIAN REFUGE LOCATIONS,cpd11-20cw.pdf
