"ogc_fid","station id","complex id","gtfs stop id","division","line","stop name","borough","daytime routes","structure","gtfs latitude","gtfs longitude","north direction label","south direction label"
413,412,"628","418","IRT","Lexington Av","Fulton St","M","4 5","Subway","40.710368","-74.009509","Uptown & The Bronx","Downtown & Brooklyn"
414,413,"413","419","IRT","Lexington Av","Wall St","M","4 5","Subway","40.707557","-74.011862","Uptown & The Bronx","Downtown & Brooklyn"
415,414,"414","420","IRT","Lexington Av","Bowling Green","M","4 5","Subway","40.704817","-74.014065","Uptown & The Bronx","Brooklyn"
416,415,"620","423","IRT","Eastern Pky","Borough Hall","Bk","4 5","Subway","40.692404","-73.990151","Manhattan","Flatbush - Utica"
417,416,"416","201","IRT","Lenox - White Plains Rd","Wakefield - 241 St","Bx","2","Elevated","40.903125","-73.85062","","Manhattan"
418,417,"417","204","IRT","Lenox - White Plains Rd","Nereid Av","Bx","2 5","Elevated","40.898379","-73.854376","Wakefield - 241 St","Manhattan"
419,418,"418","205","IRT","Lenox - White Plains Rd","233 St","Bx","2 5","Elevated","40.893193","-73.857473","Wakefield - 241 St","Manhattan"
420,419,"419","206","IRT","Lenox - White Plains Rd","225 St","Bx","2 5","Elevated","40.888022","-73.860341","Wakefield - 241 St","Manhattan"
421,420,"420","207","IRT","Lenox - White Plains Rd","219 St","Bx","2 5","Elevated","40.883895","-73.862633","Wakefield - 241 St","Manhattan"
422,421,"421","208","IRT","Lenox - White Plains Rd","Gun Hill Rd","Bx","2 5","Elevated","40.87785","-73.866256","Wakefield - 241 St","Manhattan"
423,422,"422","209","IRT","Lenox - White Plains Rd","Burke Av","Bx","2 5","Elevated","40.871356","-73.867164","Wakefield - 241 St","Manhattan"
424,423,"423","210","IRT","Lenox - White Plains Rd","Allerton Av","Bx","2 5","Elevated","40.865462","-73.867352","Wakefield - 241 St","Manhattan"
425,424,"424","211","IRT","Lenox - White Plains Rd","Pelham Pkwy","Bx","2 5","Elevated","40.857192","-73.867615","Wakefield - 241 St","Manhattan"
426,425,"425","212","IRT","Lenox - White Plains Rd","Bronx Park East","Bx","2 5","Elevated","40.848828","-73.868457","Wakefield - 241 St","Manhattan"
427,426,"426","213","IRT","Lenox - White Plains Rd","E 180 St","Bx","2 5","Elevated","40.841894","-73.873488","Wakefield - Eastchester","Manhattan"
428,427,"427","214","IRT","Lenox - White Plains Rd","West Farms Sq - E Tremont Av","Bx","2 5","Elevated","40.840295","-73.880049","Wakefield - Eastchester","Manhattan"
429,428,"428","215","IRT","Lenox - White Plains Rd","174 St","Bx","2 5","Elevated","40.837288","-73.887734","Wakefield - Eastchester","Manhattan"
430,429,"429","216","IRT","Lenox - White Plains Rd","Freeman St","Bx","2 5","Elevated","40.829993","-73.891865","Wakefield - Eastchester","Manhattan"
431,430,"430","217","IRT","Lenox - White Plains Rd","Simpson St","Bx","2 5","Elevated","40.824073","-73.893064","Wakefield - Eastchester","Manhattan"
432,431,"431","218","IRT","Lenox - White Plains Rd","Intervale Av","Bx","2 5","Elevated","40.822181","-73.896736","Wakefield - Eastchester","Manhattan"
433,432,"432","219","IRT","Lenox - White Plains Rd","Prospect Av","Bx","2 5","Elevated","40.819585","-73.90177","Wakefield - Eastchester","Manhattan"
434,433,"433","220","IRT","Lenox - White Plains Rd","Jackson Av","Bx","2 5","Elevated","40.81649","-73.907807","Wakefield - Eastchester","Manhattan"
435,434,"434","221","IRT","Lenox - White Plains Rd","3 Av - 149 St","Bx","2 5","Subway","40.816109","-73.917757","Wakefield - Eastchester","Manhattan"
436,435,"603","222","IRT","Lenox - White Plains Rd","149 St - Grand Concourse","Bx","2 5","Subway","40.81841","-73.926718","Wakefield - Eastchester","Manhattan"
437,436,"436","301","IRT","Lenox - White Plains Rd","Harlem - 148 St","M","3","Subway","40.82388","-73.93647","","Downtown & Brooklyn"
438,437,"437","302","IRT","Lenox - White Plains Rd","145 St","M","3","Subway","40.820421","-73.936245","148 St","Downtown & Brooklyn"
439,438,"438","224","IRT","Lenox - White Plains Rd","135 St","M","2 3","Subway","40.814229","-73.94077","Uptown & The Bronx","Downtown & Brooklyn"
440,439,"439","225","IRT","Lenox - White Plains Rd","125 St","M","2 3","Subway","40.807754","-73.945495","Uptown & The Bronx","Downtown & Brooklyn"
441,440,"440","226","IRT","Lenox - White Plains Rd","116 St","M","2 3","Subway","40.802098","-73.949625","Uptown & The Bronx","Downtown & Brooklyn"
442,441,"441","227","IRT","Lenox - White Plains Rd","Central Park North (110 St)","M","2 3","Subway","40.799075","-73.951822","Uptown & The Bronx","Downtown & Brooklyn"
443,442,"442","501","IRT","Dyre Av","Eastchester - Dyre Av","Bx","5","At Grade","40.8883","-73.830834","","Manhattan"
444,443,"443","502","IRT","Dyre Av","Baychester Av","Bx","5","Open Cut","40.878663","-73.838591","Eastchester - Dyre Av","Manhattan"
445,444,"444","503","IRT","Dyre Av","Gun Hill Rd","Bx","5","Open Cut","40.869526","-73.846384","Eastchester - Dyre Av","Manhattan"
446,445,"445","504","IRT","Dyre Av","Pelham Pkwy","Bx","5","Open Cut","40.858985","-73.855359","Eastchester - Dyre Av","Manhattan"
447,446,"446","505","IRT","Dyre Av","Morris Park","Bx","5","Open Cut","40.854364","-73.860495","Eastchester - Dyre Av","Manhattan"
448,447,"447","701","IRT","Flushing","Flushing - Main St","Q","7","Subway","40.7596","-73.83003","","Manhattan"
449,448,"448","702","IRT","Flushing","Mets - Willets Point","Q","7","Elevated","40.754622","-73.845625","Flushing","Manhattan"
450,449,"449","705","IRT","Flushing","111 St","Q","7","Elevated","40.75173","-73.855334","Flushing","Manhattan"
451,450,"450","706","IRT","Flushing","103 St - Corona Plaza","Q","7","Elevated","40.749865","-73.8627","Flushing","Manhattan"
452,451,"451","707","IRT","Flushing","Junction Blvd","Q","7","Elevated","40.749145","-73.869527","Flushing","Manhattan"
453,452,"452","708","IRT","Flushing","90 St - Elmhurst Av","Q","7","Elevated","40.748408","-73.876613","Flushing","Manhattan"
454,453,"453","709","IRT","Flushing","82 St - Jackson Hts","Q","7","Elevated","40.747659","-73.883697","Flushing","Manhattan"
455,454,"616","710","IRT","Flushing","74 St - Broadway","Q","7","Elevated","40.746848","-73.891394","Flushing","Manhattan"
456,455,"455","711","IRT","Flushing","69 St","Q","7","Elevated","40.746325","-73.896403","Flushing","Manhattan"
457,456,"456","712","IRT","Flushing","Woodside - 61 St","Q","7","Elevated","40.74563","-73.902984","Flushing","Manhattan"
458,457,"457","713","IRT","Flushing","52 St","Q","7","Elevated","40.744149","-73.912549","Flushing","Manhattan"
459,458,"458","714","IRT","Flushing","46 St","Q","7","Elevated","40.743132","-73.918435","Flushing","Manhattan"
460,459,"459","715","IRT","Flushing","40 St","Q","7","Elevated","40.743781","-73.924016","Flushing","Manhattan"
461,460,"460","716","IRT","Flushing","33 St","Q","7","Elevated","40.744587","-73.930997","Flushing","Manhattan"
462,461,"461","718","IRT","Flushing","Queensboro Plaza","Q","7","Elevated","40.750582","-73.940202","Astoria - Flushing","Manhattan"
463,461,"461","R09","BMT","Astoria","Queensboro Plaza","Q","N W","Elevated","40.750582","-73.940202","Astoria - Flushing","Manhattan"
464,462,"606","719","IRT","Flushing","Court Sq","Q","7","Elevated","40.747023","-73.945264","Flushing","Manhattan"
465,463,"463","720","IRT","Flushing","Hunters Point Av","Q","7","Subway","40.742216","-73.948916","Flushing","Manhattan"
466,464,"464","721","IRT","Flushing","Vernon Blvd - Jackson Av","Q","7","Subway","40.742626","-73.953581","Flushing","Manhattan"
467,465,"610","723","IRT","Flushing","Grand Central - 42 St","M","7","Subway","40.751431","-73.976041","Queens","34 St - Hudson Yards"
468,466,"609","724","IRT","Flushing","5 Av","M","7","Subway","40.753821","-73.981963","Queens","34 St - Hudson Yards"
469,467,"611","725","IRT","Flushing","Times Sq - 42 St","M","7","Subway","40.755477","-73.987691","Queens","34 St - Hudson Yards"
470,468,"611","902","IRT","Lexington - Shuttle","Times Sq - 42 St","M","S","Subway","40.755983","-73.986229","","Grand Central"
471,469,"610","901","IRT","Lexington - Shuttle","Grand Central - 42 St","M","S","Subway","40.752769","-73.979189","Times Sq",""
472,471,"471","726","IRT","Flushing","34 St - 11 Av","M","7","Subway","40.755882","-74.00191","Queens",""
473,475,"475","Q05","IND","Second Av","96 St","M","Q","Subway","40.784318","-73.947152","","Downtown & Brooklyn"
474,476,"476","Q04","IND","Second Av","86 St","M","Q","Subway","40.777891","-73.951787","Uptown","Downtown & Brooklyn"
475,477,"477","Q03","IND","Second Av","72 St","M","Q","Subway","40.768799","-73.958424","Uptown","Downtown & Brooklyn"
476,501,"501","S31","SIR","Staten Island","St George","SI","SIR","Open Cut","40.643748","-74.073643","","Tottenville"
477,502,"502","S30","SIR","Staten Island","Tompkinsville","SI","SIR","At Grade","40.636949","-74.074835","St George","Tottenville"
478,503,"503","S29","SIR","Staten Island","Stapleton","SI","SIR","Elevated","40.627915","-74.075162","St George","Tottenville"
479,504,"504","S28","SIR","Staten Island","Clifton","SI","SIR","Elevated","40.621319","-74.071402","St George","Tottenville"
480,505,"505","S27","SIR","Staten Island","Grasmere","SI","SIR","Open Cut","40.603117","-74.084087","St George","Tottenville"
481,506,"506","S26","SIR","Staten Island","Old Town","SI","SIR","Embankment","40.596612","-74.087368","St George","Tottenville"
482,507,"507","S25","SIR","Staten Island","Dongan Hills","SI","SIR","Embankment","40.588849","-74.09609","St George","Tottenville"
483,508,"508","S24","SIR","Staten Island","Jefferson Av","SI","SIR","Embankment","40.583591","-74.103338","St George","Tottenville"
484,509,"509","S23","SIR","Staten Island","Grant City","SI","SIR","Open Cut","40.578965","-74.109704","St George","Tottenville"
485,510,"510","S22","SIR","Staten Island","New Dorp","SI","SIR","Open Cut","40.57348","-74.11721","St George","Tottenville"
486,511,"511","S21","SIR","Staten Island","Oakwood Heights","SI","SIR","Open Cut","40.56511","-74.12632","St George","Tottenville"
487,512,"512","S20","SIR","Staten Island","Bay Terrace","SI","SIR","Embankment","40.5564","-74.136907","St George","Tottenville"
488,513,"513","S19","SIR","Staten Island","Great Kills","SI","SIR","Open Cut","40.551231","-74.151399","St George","Tottenville"
489,514,"514","S18","SIR","Staten Island","Eltingville","SI","SIR","Embankment","40.544601","-74.16457","St George","Tottenville"
490,515,"515","S17","SIR","Staten Island","Annadale","SI","SIR","Open Cut","40.54046","-74.178217","St George","Tottenville"
491,516,"516","S16","SIR","Staten Island","Huguenot","SI","SIR","Open Cut","40.533674","-74.191794","St George","Tottenville"
492,517,"517","S15","SIR","Staten Island","Prince's Bay","SI","SIR","Open Cut","40.525507","-74.200064","St George","Tottenville"
493,518,"518","S14","SIR","Staten Island","Pleasant Plains","SI","SIR","Embankment","40.52241","-74.217847","St George","Tottenville"
494,519,"519","S13","SIR","Staten Island","Richmond Valley","SI","SIR","Open Cut","40.519631","-74.229141","St George","Tottenville"
495,522,"522","S09","SIR","Staten Island","Tottenville","SI","SIR","At Grade","40.512764","-74.251961","St George",""
496,523,"523","S11","SIR","Staten Island","Arthur Kill","SI","SIR","At Grade","40.516578","-74.242096","St George","Tottenville"
497,,"R468","","RIT","","Roosevelt Island Tram - Eastbound","","","","40.761186","-73.964191","",""
498,,"R469","","RIT","","Roosevelt Island Tram - Westbound","","","","40.757307","-73.954097","",""
499,,"R540","","PTH","","World Trade Center","","","","40.7120525","-74.014129","",""
500,,"R541","","PTH","","33 St","","","","40.7478505","-73.9898747","",""
501,,"R542","","PTH","","23 St","","","","40.7426718","-73.9941768","",""
502,,"R543","","PTH","","Exchange Pl","","","","40.716554","-74.033372","",""
503,,"R544","","PTH","","Harrison","","","","40.7404721","-74.1573444","",""
504,,"R545","","PTH","","14 St","","","","40.7385072","-73.9987414","",""
505,,"R546","","PTH","","Pavonia/Newport","","","","40.7250054","-74.0382569","",""
506,,"R547","","PTH","","9 St","","","","40.7344094","-74.0004635","",""
507,,"R548","","PTH","","Christopher St","","","","40.732593","-74.0089239","",""
508,,"R549","","PTH","","Newark Penn Station","","","","40.7335855","-74.1679197","",""
509,,"R550","","PTH","","Hoboken","","","","40.7349102","-74.0332199","",""
510,,"R551","","PTH","","Grove St","","","","40.7236214","-74.0448325","",""
511,,"R552","","PTH","","Journal Sq","","","","40.7303043","-74.0686325","",""
512,,"R535","","JFK","","Howard Beach","","","","40.661051","-73.829638","",""
513,,"R536","","JFK","","Jamaica","","","","40.698942","-73.808416","",""
